nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
2;cōʹ_u_rſes;;;;n.;61.0;60;courses;k O: r\ s @ z;kOːɹsəz
3;coʹ_u_rtē_o_us;F.;;;a.;63.0;60;courteous;k 3:r 4 i: @ s;kɜ:rɾiːəs
3;c_o_ŭʹrtĕſy;F.;;;n.;65.0;60;courtesy;k 3:r 4 @ s i:;kɜ:rɾəsiː
3;coʹ_u_rtĭer;;;;n.;66.0;60;courtier;k O: r\ 4 i: 3:r;kOːɹɾiːɜ:r
2;coʹ_u_rtſhip;;;;n.;67.0;60;courtship;k O: r\ tS I p;kOːɹ?ɪp
2;cŏ_u_ʹſin;F.;;;n.;68.0;60;cousin;k V z @ n;kʌzən
2;cŏʹvy;F.;;;n.;69.0;60;covy;k V v i:;kʌviː
1;cȯẇ;;;;n.;70.0;60;cow;k aU;k?
2;cȯʹẇărd;F.;;;n.;71.0;60;coward;k aU 3:r d;k?ɜ:rd
3;cȯʹẇărdīce;;;;n.;72.0;60;cowardice;k aU 3:r 4 @ s;k?ɜ:rɾəs
2;cȯʹẇhĕrd;;;;n.;73.0;60;cowherd;k aU h 3:r d;k?hɜ:rd
1;cȯẇl;;;;n.;2.0;61;cowl;k aU l;k?l
1;coy;;;;a.;6.0;61;coy;k OI;k?
1;crăb;;;;n.;9.0;61;crab;k r\ { b;kɹæb
1;crăck;F.;;;n.;10.0;61;crack;k r\ { k;kɹæk
2;crăʹck_e_r;;;;n.;12.0;61;cracker;k r\ { k 3:r;kɹækɜ:r
2;crāʹdle;;;;n.;14.0;61;cradle;k r\ eI 4 @ l;kɹ?ɾəl
1;crăft;;;;n.;15.0;61;craft;k r\ { f t;kɹæft
2;crăʹfty;;;;a.;16.0;61;crafty;k r\ { f t i:;kɹæftiː
2;crăʹggy;;;;a.;18.0;61;craggy;k r\ { g i:;kɹægiː
1;crăm;;;;n.;19.0;61;cram;k r\ { m;kɹæm
1;crămp;;;;n.;21.0;61;cramp;k r\ { m p;kɹæmp
1;crāne;;;;n.;22.0;61;crane;k r\ eI n;kɹ?n
2;crăʹnny;L.;;;n.;24.0;61;cranny;k r\ { n i:;kɹæniː
1;crāve;;;;v.;28.0;61;crave;k r\ eI v;kɹ?v
2;crāʹving;;;;a.;29.0;61;craving;k r\ eI v i N;kɹ?viŋ
1;craw;;;;n.;30.0;61;craw;k r\ O:;kɹOː
2;craʹyon;F.;;;n.;31.0;61;crayon;k r\ eI A n;kɹ?ɑn
2;crāʹzy;;;;a.;32.0;61;crazy;k r\ eI z i:;kɹ?ziː
1;cream;;;;n.;33.0;61;cream;k r\ i: m;kɹiːm
1;creaſe;;;;n.;34.0;61;crease;k r\ i: s;kɹiːs
2;crēāʹte;L.;;;v.;35.0;61;create;k r\ i: eI t;kɹiː?t
4;crēāʹtion;L.;;;n.;36.0;61;creation;k r\ i: eI S @ n;kɹiː?ʃən
3;crēāʹtor;L.;;;n.;37.0;61;creator;k r\ i: eI 4 3:r;kɹiː?ɾɜ:r
2;creaʹtūre;L.;;;n.;38.0;61;creature;k r\ i: tS 3:r;kɹiː?ɜ:r
2;crēʹdĕnce;L.;;;n.;39.0;61;credence;k r\ i: d @ n s;kɹiːdəns
4;crēdĕʹntials;L.;;;n.;40.0;61;credentials;k r\ @ d E n S @ l z;kɹədɛnʃəlz
5;crĕdĭbĭʹlĭʹty;L.;;;n.;41.0;61;credibility;k r\ E 4 @ b I l i 4 i:;kɹɛɾəbɪliɾiː
3;crēʹdĭble;L.;;;a.;42.0;61;credible;k r\ E 4 @ b @ l;kɹɛɾəbəl
2;crĕʹdit;L.;;;n.;43.0;61;credit;k r\ E 4 @ t;kɹɛɾət
4;crĕʹdĭtable;;;;a.;44.0;61;creditable;k r\ E 4 @ 4 @ b @ l;kɹɛɾəɾəbəl
3;crĕʹdĭtor;;;;n.;45.0;61;creditor;k r\ E 4 @ 4 3:r;kɹɛɾəɾɜ:r
4;crēʹdūlĭty;L.;;;n.;46.0;61;credulity;k r\ i d u l @ 4 i:;kɹiduləɾiː
1;creed;L.;;;n.;48.0;61;creed;k r\ i: d;kɹiːd
1;creek;F.;;;n.;49.0;61;creek;k r\ i: k;kɹiːk
1;creep;;;;v.;50.0;61;creep;k r\ i: p;kɹiːp
2;crĕʹſcĕnt;;;;n.;55.0;61;crescent;k r\ E s @ n t;kɹɛsənt
2;crĕʹſſes;;;;n.;56.0;61;cresses;k r\ E s @ z;kɹɛsəz
1;crĕſt;L.;;;n.;57.0;61;crest;k r\ E s t;kɹɛst
3;crĕʹſtfall_e_n;;;;a.;58.0;61;crestfallen;k r\ E s t f O: l @ n;kɹɛstfOːlən
2;crĕʹvĭce;F.;;;n.;59.0;61;crevice;k r\ E v @ s;kɹɛvəs
1;crew;;;;n.;60.0;61;crew;k r\ u;kɹu
2;creʹwel;;;;n.;61.0;61;crewel;k r\ u @ l;kɹuəl
1;crĭb;;;;n.;63.0;61;crib;k r\ I b;kɹɪb
1;crĭck;;;;n.;64.0;61;crick;k r\ I k;kɹɪk
2;crĭʹcket;;;;n.;65.0;61;cricket;k r\ I k @ t;kɹɪkət
2;crĭʹer;;;;n.;66.0;61;crier;k r\ aI 3:r;kɹ?ɜ:r
1;crīme;L.;;;n.;67.0;61;crime;k r\ aI m;kɹ?m
3;crĭʹmĭnal;;;;n.;68.0;61;criminal;k r\ I m @ n @ l;kɹɪmənəl
1;crĭmp;;;;n.;69.0;61;crimp;k r\ I m p;kɹɪmp
1;crĭnge;;;;v.;71.0;61;cringe;k r\ I n dZ;kɹɪn?
2;crĭʹpple;;;;n.;72.0;61;cripple;k r\ I p @ l;kɹɪpəl
2;crīʹſis;G.;;;n.;73.0;61;crisis;k r\ aI s @ s;kɹ?səs
1;crĭſp;;;;a.;3.0;62;crisp;k r\ I s p;kɹɪsp
4;critĕʹrĭon;G.;;;n.;4.0;62;criterion;k r\ aI t I r\ i: @ n;kɹ?tɪɹiːən
3;crĭʹtĭcal;G.;;;a.;5.0;62;critical;k r\ I 4 i k @ l;kɹɪɾikəl
3;crĭʹtĭciſm;G.;;;n.;6.0;62;criticism;k r\ I 4 i s I z @ m;kɹɪɾisɪzəm
2;crĭʹtĭc;;;;n.;7.0;62;critic;k r\ I 4 i k;kɹɪɾik
1;croak;;;;n.;9.0;62;croak;k r\ @U k;kɹoʊk
1;crŏck;;;;n.;10.0;62;crock;k r\ A k;kɹɑk
3;crŏʹcŏdīle;G.;;;n.;11.0;62;crocodile;k r\ A k @ d aI l;kɹɑkəd?l
2;crŏʹcus;L.;;;n.;12.0;62;crocus;k r\ @U k @ s;kɹoʊkəs
1;crōke;;;;v.;16.0;62;croke;k r\ @U k;kɹoʊk
2;crŏʹny;;;;n.;17.0;62;crony;k r\ @U n i:;kɹoʊniː
1;crook;;;;n.;18.0;62;crook;k r\ U k;kɹʊk
2;crooʹked;;;;a.;19.0;62;crooked;k r\ U k @ d;kɹʊkəd
1;crŏp;L.;;;n.;20.0;62;crop;k r\ A p;kɹɑp
1;crŏſs;L.;;;n.;23.0;62;cross;k r\ O: s;kɹOːs
1;cro_w_;;;;n.;28.0;62;crow;k r\ @U;kɹoʊ
1;crȯẇd;;;;n.;29.0;62;crowd;k r\ aU d;kɹ?d
1;crȯẇn;F.;;;n.;31.0;62;crown;k r\ aU n;kɹ?n
2;crȯʹẇned;;;;a.;32.0;62;crowned;k r\ aU n d;kɹ?nd
2;crȯʹẇning;;;;a.;33.0;62;crowning;k r\ aU n i N;kɹ?niŋ
3;crūʹcĭble;;;;n.;34.0;62;crucible;k r\ u s @ b @ l;kɹusəbəl
3;crūʹcĭfix;L.;;;n.;35.0;62;crucifix;k r\ u s @ f I k s;kɹusəfɪks
5;crūcĭfĭʹxĭon;;;;n.;36.0;62;crucifixion;k r\ u s i f I k S @ n;kɹusifɪkʃən
3;crūʹcĭfȳ;;;;v.;37.0;62;crucify;k r\ u s @ f aI;kɹusəf?
1;crūde;L.;;;a.;38.0;62;crude;k r\ u d;kɹud
2;crūʹel;F.;;;a.;40.0;62;cruel;k r\ u @ l;kɹuəl
3;crūʹelty;;;;n.;41.0;62;cruelty;k r\ u l t i:;kɹultiː
1;crŭ_i_ſe;;;;v.;42.0;62;cruise;k r\ u z;kɹuz
1;crūm_b_;;;;n.;43.0;62;crumb;k r\ V m;kɹʌm
2;crŭʹmble;;;;v.;44.0;62;crumble;k r\ V m b @ l;kɹʌmbəl
2;crŭʹmple;;;;v.;45.0;62;crumple;k r\ V m p @ l;kɹʌmpəl
1;crūſe;;;;n.;48.0;62;cruse;k r\ u z;kɹuz
1;crŭſh;F.;;;v.;49.0;62;crush;k r\ V S;kɹʌʃ
1;crŭſt;;;;n.;50.0;62;crust;k r\ V s t;kɹʌst
2;crŭʹſty;;;;a.;52.0;62;crusty;k r\ V s t i:;kɹʌstiː
1;crŭtch;;;;n.;53.0;62;crutch;k r\ V tS;kɹʌ?
1;cry;F.;;;v.;55.0;62;cry;k r\ aI;kɹ?
2;cryʹſtal;G.;;;n.;56.0;62;crystal;k r\ I s t @ l;kɹɪstəl
1;cŭb;L.;;;n.;59.0;62;cub;k V b;kʌb
1;cūbe;;;;n.;60.0;62;cube;k j u b;kjub
2;cūʹbĭt;L.;;;n.;61.0;62;cubit;k j u b i t;kjubit
3;cŭʹcŭmb_e_r;;;;n.;64.0;62;cucumber;k j u k @ m b 3:r;kjukəmbɜ:r
2;cŭʹddle;;;;v.;66.0;62;cuddle;k V 4 @ l;kʌɾəl
2;cŭʹdgel;;;;n.;67.0;62;cudgel;k V dZ @ l;kʌ?əl
1;cūe;;;;n.;68.0;62;cue;k j u;kju
1;cŭff;F.;;;n.;69.0;62;cuff;k V f;kʌf
4;cūʹlĭnăry;L.;;;a.;72.0;62;culinary;k j u l i n E r\ i:;kjulinɛɹiː
1;cŭll;F.;;;v.;73.0;62;cull;k V l;kʌl
3;cŭʹlmĭnāte;L.;;;v.;4.0;63;culminate;k V l m i n eI t;kʌlmin?t
3;cŭʹlpable;;;;a.;5.0;63;culpable;k V l p @ b @ l;kʌlpəbəl
2;cŭʹlprit;;;;n.;6.0;63;culprit;k V l p r\ i t;kʌlpɹit
3;cŭʹltĭvāte;F.;;;v.;7.0;63;cultivate;k V l t @ v eI t;kʌltəv?t
2;cŭʹltūre;;;;n.;8.0;63;culture;k V l tS 3:r;kʌl?ɜ:r
2;cŭʹlver;;;;n.;9.0;63;culver;k V l v 3:r;kʌlvɜ:r
3;cŭʹmbĕrsŏme;;;;a.;11.0;63;cumbersome;k V m b 3:r s @ m;kʌmbɜ:rsəm
2;cŭnning;;nbSyll>1 et pas d'accent tonic;;n.;16.0;63;cunning;k V n i N;kʌniŋ
1;cŭp;;;;n.;17.0;63;cup;k V p;kʌp
2;cŭʹpboard;;;;n.;18.0;63;cupboard;k V b 3:r d;kʌbɜ:rd
2;cūʹpid;;;;n.;19.0;63;cupid;k j u p i d;kjupid
1;cŭr;;;;n.;22.0;63;cur;k 3:r;kɜ:r
3;cūʹrable;;;;a.;23.0;63;curable;k j U r\ @ b @ l;kjʊɹəbəl
2;cūʹrăte;L.;;;n.;25.0;63;curate;k j U r\ @ t;kjʊɹət
3;cūrāʹtor;;;;n.;26.0;63;curator;k j U r\ eI 4 3:r;kjʊɹ?ɾɜ:r
1;cŭrb;;;;n.;27.0;63;curb;k 3:r b;kɜ:rb
1;cūre;;;;v.;29.0;63;cure;k j U r\;kjʊɹ
2;cŭʹrfew;;;;n.;30.0;63;curfew;k 3:r f j u;kɜ:rfju
5;cŭrĭŏʹsĭty;F.;;;n.;31.0;63;curiosity;k j U r\ i: A s @ 4 i:;kjʊɹiːɑsəɾiː
3;cūʹrĭ_o_us;F.;;;a.;32.0;63;curious;k j U r\ i: @ s;kjʊɹiːəs
1;cŭrl;;;;n.;33.0;63;curl;k 3:r l;kɜ:rl
2;cŭʹrlew;;;;n.;34.0;63;curlew;k 3:r l u;kɜ:rlu
4;cŭrmŭdgĕŏn.;;nbSyll>1 et pas d'accent tonic;;n.;35.0;63;curmudgeon;k 3:r m V dZ i n;kɜ:rmʌ?in
2;cŭʹrrănts;;;;n.;37.0;63;currants;k 3:r @ n t s;kɜ:rənts
2;cŭʹrrĕnt;L.;;;n.;38.0;63;current;k 3:r @ n t;kɜ:rənt
3;cŭʹrrĭer;L.;;;n.;39.0;63;currier;k 3:r i: 3:r;kɜ:riːɜ:r
2;cŭʹrry;;;;v.;41.0;63;curry;k V r\ i:;kʌɹiː
3;cŭʹrsŏry;L.;;;a.;44.0;63;cursory;k 3:r s 3:r i:;kɜ:rsɜ:riː
2;cŭrtaiʹl;;;;v.;45.0;63;curtail;k 3:r t eI l;kɜ:rt?l
2;cŭʹrtain;F.;;;n.;46.0;63;curtain;k 3:r t @ n;kɜ:rtən
3;cŭʹrvătūre;L.;;;n.;48.0;63;curvature;k 3:r v @ tS 3:r;kɜ:rvə?ɜ:r
1;cŭrve;L.;;;n.;49.0;63;curve;k 3:r v;kɜ:rv
3;cŭʹſhion;F.;;;n.;51.0;63;cushion;k U S @ n;kʊʃən
1;cŭſp;L.;;;n.;52.0;63;cusp;k V s p;kʌsp
2;cŭʹſtard;;;;n.;54.0;63;custard;k V s t 3:r d;kʌstɜ:rd
3;cŭʹſtŏdy;L.;;;n.;55.0;63;custody;k V s t @ 4 i:;kʌstəɾiː
2;cŭſtŏm;;nbSyll>1 et pas d'accent tonic;;n.;56.0;63;custom;k V s t @ m;kʌstəm
1;cŭt;;;;n.;58.0;63;cut;k V t;kʌt
2;cŭʹtlaſs;;;;n.;62.0;63;cutlass;k V t l @ s;kʌtləs
2;cŭʹtler;F.;;;n.;64.0;63;cutler;k V t l 3:r;kʌtlɜ:r
2;cŭʹtt_e_r;;;;n.;65.0;63;cutter;k V 4 3:r;kʌɾɜ:r
2;cȳʹclops;;;;n.;68.0;63;cyclops;s aI k l O: p s;s?klOːps
3;cȳʹlĭnd_e_r;G.;;;n.;71.0;63;cylinder;s I l @ n d 3:r;sɪləndɜ:r
4;cylĭʹndrĭcal;;;;a.;72.0;63;cylindrical;s @ l I n d r\ i k @ l;səlɪndɹikəl
2;cȳʹpher;;;;n.;6.0;64;cypher;s aI f 3:r;s?fɜ:r
2;cȳpreſs;L.;nbSyll>1 et pas d'accent tonic;;n.;7.0;64;cypress;s aI p r\ @ s;s?pɹəs
1;_c_zar;;;;n.;8.0;64;czar;z A r\;zɑɹ
1;dăb;;;;n.;2.0;64;dab;d { b;dæb
2;dăʹbble;;;;v.;3.0;64;dabble;d { b @ l;dæbəl
1;Dāce;;;;n.;4.0;64;dace;d eI s;d?s
3;dăʹffŏdil;;;;n.;7.0;64;daffodil;d { f @ d I l;dæfədɪl
2;dăgg_e_r;;nbSyll>1 et pas d'accent tonic;;n.;8.0;64;dagger;d { g 3:r;dægɜ:r
2;dāʹgon;;;;n.;10.0;64;dagon;d eI g @ n;d?gən
2;daiʹnty;;;;a.;11.0;64;dainty;d eI n t i:;d?ntiː
2;daiʹry;;;;n.;12.0;64;dairy;d E r\ i:;dɛɹiː
2;daiʹſy;;;;n.;13.0;64;daisy;d eI z i:;d?ziː
1;dāle;L.;;;n.;15.0;64;dale;d eI l;d?l
3;dăʹllĭănce;;;;n.;16.0;64;dalliance;d { l i: @ n s;dæliːəns
2;dăʹlly;;;;v.;17.0;64;dally;d { l i:;dæliː
1;dăm;;;;n.;18.0;64;dam;d { m;dæm
2;dăʹmage;F.;;;n.;19.0;64;damage;d { m @ dZ;dæmə?
2;dăʹmăſk;;;;n.;20.0;64;damask;d { m @ s k;dæməsk
1;dāme;F.;;;n.;22.0;64;dame;d eI m;d?m
1;dăm_n_;L.;;;v.;23.0;64;damn;d { m;dæm
1;dămp;;;;v.;25.0;64;damp;d { m p;dæmp
2;dăʹmſel;F.;;;n.;26.0;64;damsel;d { m z @ l;dæmzəl
1;dănce;F.;;;v.;28.0;64;dance;d { n s;dæns
4;dăndĕlīʹon;F.;;;n.;29.0;64;dandelion;d { n d @ l aI @ n;dændəl?ən
2;dăʹnger;F.;;;n.;32.0;64;danger;d eI n dZ 3:r;d?n?ɜ:r
3;dăʹngĕr_o_us;;;;a.;33.0;64;dangerous;d eI n dZ 3:r @ s;d?n?ɜ:rəs
2;dăʹngle;;;;v.;34.0;64;dangle;d { N g @ l;dæŋgəl
2;dăʹngler;;;;n.;35.0;64;dangler;d { N g @ l 3:r;dæŋgəlɜ:r
1;dănk;;;;a.;36.0;64;dank;d { N k;dæŋk
2;dăpp_e_r;;nbSyll>1 et pas d'accent tonic;;a.;37.0;64;dapper;d { p 3:r;dæpɜ:r
1;dāre;;;;v.;39.0;64;dare;d E r\;dɛɹ
2;dāʹring;;;;a.;40.0;64;daring;d E r\ i N;dɛɹiŋ
1;dărk;;;;a.;41.0;64;dark;d A r\ k;dɑɹk
2;dăʹrling;;;;n.;42.0;64;darling;d A r\ l i N;dɑɹliŋ
1;darn;;;;v.;43.0;64;darn;d A r\ n;dɑɹn
2;dăʹrnel;;;;n.;44.0;64;darnel;d A r\ n @ l;dɑɹnəl
1;dărt;;;;n.;45.0;64;dart;d A r\ t;dɑɹt
1;dăſh;;;;v.;46.0;64;dash;d { S;dæʃ
2;dăʹtā;L.;;;n.;48.0;64;data;d eI 4 @;d?ɾə
1;dāte;L.;;;n.;49.0;64;date;d eI t;d?t
2;dau_gh_t_e_r;;nbSyll>1 et pas d'accent tonic;;n.;51.0;64;daughter;d O: 4 3:r;dOːɾɜ:r
1;daunt;F.;;;v.;52.0;64;daunt;d O: n t;dOːnt
2;dauʹphin;F.;;;n.;54.0;64;dauphin;d aU f i n;d?fin
1;daw;;;;n.;55.0;64;daw;d O:;dOː
2;dawn;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;n.;57.0;64;dawn;d O: n;dOːn
2;daʹwning;;;;n.;58.0;64;dawning;d O: n i N;dOːniŋ
1;day;;;;n.;59.0;64;day;d eI;d?
2;dăʹzzle;;;;v.;60.0;64;dazzle;d { z @ l;dæzəl
2;deaʹcon;G.;;;n.;61.0;64;deacon;d i: k @ n;diːkən
1;dead;;;;a.;62.0;64;dead;d E d;dɛd
2;deaʹdly;;;;a.;2.0;65;deadly;d E d l i:;dɛdliː
2;deaʹfneſs;;;;a.;3.0;65;deafness;d E f n @ s;dɛfnəs
1;deal;;;;n.;4.0;65;deal;d i: l;diːl
2;deaʹler;;;;n.;5.0;65;dealer;d i: l 3:r;diːlɜ:r
2;deaʹling;;;;n.;6.0;65;dealing;d i: l i N;diːliŋ
1;dean;;;;n.;7.0;65;dean;d i: n;diːn
1;dear;;;;a.;9.0;65;dear;d I r\;dɪɹ
1;dearth;;;;n.;10.0;65;dearth;d 3:r T;dɜ:rθ
1;death;;;;n.;11.0;65;death;d E T;dɛθ
2;debāʹſe;F.;;;v.;15.0;65;debase;d @ b eI s;dəb?s
2;debāʹte;F.;;;v.;16.0;65;debate;d @ b eI t;dəb?t
4;debauʹchery;F.;;;n.;19.0;65;debauchery;d @ b O: tS 3:r i:;dəbOː?ɜ:riː
3;debĕʹntŭre;;;;n.;20.0;65;debenture;d @ b E n tS 3:r;dəbɛn?ɜ:r
4;debĭʹlĭty;F.;;;n.;22.0;65;debility;d @ b I l @ 4 i:;dəbɪləɾiː
3;debonaiʹr;F.;;;a.;23.0;65;debonair;d E b @ n E r\;dɛbənɛɹ
1;de_b_t;F.;;;n.;24.0;65;debt;d E t;dɛt
2;dĕʹ_b_tor;;;;n.;25.0;65;debtor;d E 4 3:r;dɛɾɜ:r
2;decāʹde;G.;;;n.;26.0;65;decade;d E k eI d;dɛk?d
2;decăʹmp;;;;v.;29.0;65;decamp;d @ k { m p;dəkæmp
2;decăʹnt;L.;;;v.;30.0;65;decant;d @ k { n t;dəkænt
3;decăʹnt_e_r;;;;n.;31.0;65;decanter;d I k { n t 3:r;dɪkæntɜ:r
2;decaʹy;;;;v.;33.0;65;decay;d @ k eI;dək?
2;deceaʹſe;L.;;;n.;34.0;65;decease;d i s i: s;disiːs
2;deceiʹt;;;;n.;35.0;65;deceit;d @ s i: t;dəsiːt
3;deceiʹtful;;;;n.;36.0;65;deceitful;d @ s i: t f @ l;dəsiːtfəl
2;deceiʹve;L.;;;v.;37.0;65;deceive;d i s i: v;disiːv
3;decĕʹmb_e_r;L.;;;n.;38.0;65;december;d i s E m b 3:r;disɛmbɜ:r
3;dēʹcĕncy;L.;;;n.;40.0;65;decency;d i: s @ n s i:;diːsənsiː
2;dēʹcent;L.;;;a.;41.0;65;decent;d i: s @ n t;diːsənt
4;decĕʹption;L.;;;n.;42.0;65;deception;d i s E p S @ n;disɛpʃən
2;decīʹde;L.;;;v.;43.0;65;decide;d i s aI d;dis?d
4;decĭʹdū_o_us;L.;;;a.;44.0;65;deciduous;d i s I dZ u @ s;disɪ?uəs
3;dĕʹcĭmal;;;;n.;45.0;65;decimal;d E s @ m @ l;dɛsəməl
4;decĭmāʹtion;L.;;;n.;46.0;65;decimation;d E s @ m eI S @ n;dɛsəm?ʃən
3;decīʹpher;F.;;;v.;47.0;65;decipher;d i s aI f 3:r;dis?fɜ:r
4;decĭʹſion;F.;;;n.;48.0;65;decision;d i s I Z @ n;disɪʒən
3;decĭʹsĭve;F.;;;a.;49.0;65;decisive;d i s aI s i v;dis?siv
1;dĕck;;;;n.;50.0;65;deck;d E k;dɛk
2;declaiʹm;L.;;;v.;51.0;65;declaim;d i k l eI m;dikl?m
5;dĕclărāʹtion;L.;;;n.;53.0;65;declaration;d E k l 3:r eI S @ n;dɛklɜ:r?ʃən
2;declāʹre;L.;;;v.;54.0;65;declare;d i k l E r\;diklɛɹ
2;declīʹne;;;;v.;57.0;65;decline;d i k l aI n;dikl?n
4;decŏʹction;L.;;;n.;60.0;65;decoction;d E k A k S @ n;dɛkɑkʃən
6;decŏmpŏsĭʹtion;L.;;;n.;62.0;65;decomposition;d i: k @ m p @U z I S @ n;diːkəmpoʊzɪʃən
3;dĕʹcŏrāte;L.;;;v.;63.0;65;decorate;d E k 3:r eI t;dɛkɜ:r?t
5;dĕcŏrāʹtion;L.;;;n.;64.0;65;decoration;d E k 3:r eI S @ n;dɛkɜ:r?ʃən
3;dĕcōʹrum;L.;;;n.;65.0;65;decorum;d i k O: r\ @ m;dikOːɹəm
2;decoʹy;;;;n.;66.0;65;decoy;d @ k OI;dək?
2;decreaʹſe;L.;;;v.;67.0;65;decrease;d i k r\ i: s;dikɹiːs
2;decree;;nbSyll>1 et pas d'accent tonic;;v.;68.0;65;decree;d i k r\ i:;dikɹiː
2;decryʹ;F.;;;v.;2.0;66;decry;d i k r\ aI;dikɹ?
2;dĕʹdĭcāte;L.;;;v.;3.0;66;dedicate;d E 4 @ k eI t;dɛɾək?t
5;dedĭcāʹtion;T.;;{etymo} comme indiquée dans le dictionnaire.;n.;4.0;66;dedication;d E 4 @ k eI S @ n;dɛɾək?ʃən
2;deʹdūce;L.;;;v.;6.0;66;deduce;d i d u s;didus
2;dedŭʹct;L.;;;v.;7.0;66;deduct;d i d V k t;didʌkt
4;dedŭʹction;;;;n.;8.0;66;deduction;d i d V k S @ n;didʌkʃən
1;deed;;;;n.;9.0;66;deed;d i: d;diːd
1;deem;;;;v.;10.0;66;deem;d i: m;diːm
1;deep;;;;a.;11.0;66;deep;d i: p;diːp
1;deer;;;;n.;12.0;66;deer;d I r\;dɪɹ
2;defāʹce;F.;;;v.;13.0;66;deface;d i f eI s;dif?s
2;defāʹme;L.;;;v.;16.0;66;defame;d i f eI m;dif?m
2;defauʹlt;F.;;;n.;17.0;66;default;d i f O: l t;difOːlt
3;defeaʹſănce;F.;;;n.;18.0;66;defeasance;d i f i: z @ n s;difiːzəns
2;defeaʹt;;;;n.;19.0;66;defeat;d i f i: t;difiːt
2;defĕct;;nbSyll>1 et pas d'accent tonic;;n.;21.0;66;defect;d i: f E k t;diːfɛkt
4;defĕʹction;L.;;;n.;22.0;66;defection;d i f E k S @ n;difɛkʃən
3;defĕʹctive;;;;a.;23.0;66;defective;d i f E k t i v;difɛktiv
2;defĕʹnce;L.;;;n.;24.0;66;defence;d i f E n s;difɛns
2;defĕʹnd;L.;;;v.;26.0;66;defend;d i f E n d;difɛnd
3;defĕʹndănt;;;;n.;27.0;66;defendant;d i f E n d @ n t;difɛndənt
3;defĕʹnder;;;;n.;28.0;66;defender;d i f E n d 3:r;difɛndɜ:r
2;defĕr;L.;nbSyll>1 et pas d'accent tonic;;v.;29.0;66;defer;d i f 3:r;difɜ:r
3;dĕʹfĕrĕnce;F.;;;n.;30.0;66;deference;d E f 3:r @ n s;dɛfɜ:rəns
3;dēfīʹănce;F.;;;n.;31.0;66;defiance;d i f aI @ n s;dif?əns
5;defĭʹcĭency;L.;;;n.;32.0;66;deficiency;d i f I S @ n s i:;difɪʃənsiː
4;defĭʹcĭĕnt;;;;a.;33.0;66;deficient;d i f I S @ n t;difɪʃənt
2;defīʹne;L.;;;v.;36.0;66;define;d i f aI n;dif?n
3;dĕʹfĭnĭte;;;;a.;37.0;66;definite;d E f @ n @ t;dɛfənət
5;defĭnĭʹtions;L.;;;n.;38.0;66;definitions;d E f @ n I S @ n z;dɛfənɪʃənz
4;defĭnĭtive;;nbSyll>1 et pas d'accent tonic;;a.;39.0;66;definitive;d i f I n i 4 i v;difɪniɾiv
2;defŏʹrm;L.;;;v.;43.0;66;deform;d i: f O: r\ m;diːfOːɹm
4;defŏrmĭty;;nbSyll>1 et pas d'accent tonic;;n.;44.0;66;deformity;d i f O: r\ m @ 4 i:;difOːɹməɾiː
2;defrauʹd;;;;v.;45.0;66;defraud;d i f r\ O: d;difɹOːd
2;defrayʹ;;;;v.;46.0;66;defray;d i f r\ eI;difɹ?
2;defŭʹnct;L.;;;n.;47.0;66;defunct;d i f V N k t;difʌŋkt
2;defyʹ;F.;;;v.;48.0;66;defy;d i f aI;dif?
5;degĕʹnĕracy;;;;n.;49.0;66;degeneracy;d i dZ E n 3:r @ s i:;di?ɛnɜ:rəsiː
4;degĕʹnĕrāte;L.;;;v.;50.0;66;degenerate;d i dZ E n 3:r @ t;di?ɛnɜ:rət
5;degrădāʹtion;;;;n.;52.0;66;degradation;d E g r\ @ d eI S @ n;dɛgɹəd?ʃən
2;degreeʹ;;;;n.;53.0;66;degree;d i g r\ i:;digɹiː
2;dejĕʹct;;;;v.;55.0;66;deject;d i dZ E k t;di?ɛkt
3;dėʹĭfy;L.;;;v.;57.0;66;deify;d i: @ f aI;diːəf?
1;dei_g_n;F.;;;v.;58.0;66;deign;d eI n;d?n
2;dėʹiſm;F.;;;n.;59.0;66;deism;d i: i z @ m;diːizəm
2;dėʹiſt;;;;n.;60.0;66;deist;d i: i s t;diːist
3;dėʹity;L.;;;n.;61.0;66;deity;d i: @ 4 i:;diːəɾiː
3;dėʹities;;;;n.;62.0;66;deities;d i: @ 4 i: z;diːəɾiːz
2;delaʹy;F.;;;n.;64.0;66;delay;d i l eI;dil?
4;delĕʹctable;L.;;;a.;65.0;66;delectable;d i l E k t @ b @ l;dilɛktəbəl
3;dĕʹlĕgate;L.;;;v.;67.0;66;delegate;d E l @ g eI t;dɛləg?t
3;dĕʹlĕgātes;;;;n.;68.0;66;delegates;d E l @ g eI t s;dɛləg?ts
3;deʹlĭā;;;;n.;69.0;66;delia;d i: l j @;diːljə
4;delĭʹbĕrāte;;;;v.;70.0;66;deliberate;d i l I b 3:r @ t;dilɪbɜ:rət
4;dĕʹlĭcacy;F.;;;n.;71.0;66;delicacy;d E l @ k @ s i:;dɛləkəsiː
4;delĭʹcĭ_o_us;F.;;;a.;72.0;66;delicious;d i l I S @ s;dilɪʃəs
